2023-12-09 02:24:23,916:INFO: Starting ssh for int_adv
2023-12-09 02:24:23,916:INFO: Starting training with following parameters: {'base_path': './', 'src_train': 'dataset/ADV_INT/INT.txt', 'tgt_train': 'dataset/ADV_INT/ADV.txt', 'src_valid': 'dataset/src_valid.txt', 'tgt_valid': 'dataset/tgt_valid.txt', 'ref_valid': 'dataset/ref_valid.pkl', 'best_model': 'cp/int_adv/model.pt', 'checkpoint_path': 'cp/int_adv/model_ckpt.pt', 'seed': 540}
2023-12-09 02:24:25,850:INFO: Epoch: 0 | iter: 10 | avg. train loss: 3.2151388600468636 | time elapsed: 1.8956286907196045
2023-12-09 02:24:26,826:INFO: Epoch: 0 | iter: 20 | avg. train loss: 0.3523461655204301 | time elapsed: 2.872210741043091
2023-12-09 02:24:27,811:INFO: Epoch: 0 | iter: 30 | avg. train loss: 0.19485780740655656 | time elapsed: 3.856722354888916
2023-12-09 02:24:28,789:INFO: Epoch: 0 | iter: 40 | avg. train loss: 0.1693968990453371 | time elapsed: 4.835075855255127
2023-12-09 02:24:29,780:INFO: Epoch: 0 | iter: 50 | avg. train loss: 0.10178199876769294 | time elapsed: 5.825761318206787
2023-12-09 02:24:30,774:INFO: Epoch: 0 | iter: 60 | avg. train loss: 0.13141567948787924 | time elapsed: 6.820122003555298
2023-12-09 02:24:31,767:INFO: Epoch: 0 | iter: 70 | avg. train loss: 0.10133580356650373 | time elapsed: 7.812408208847046
2023-12-09 02:24:32,770:INFO: Epoch: 0 | iter: 80 | avg. train loss: 0.096727518810947 | time elapsed: 8.815922021865845
2023-12-09 02:24:33,762:INFO: Epoch: 0 | iter: 90 | avg. train loss: 0.09086725405220847 | time elapsed: 9.808109283447266
2023-12-09 02:24:34,740:INFO: Epoch: 0 | iter: 100 | avg. train loss: 0.12402698483229677 | time elapsed: 10.785703659057617
2023-12-09 02:24:35,724:INFO: Epoch: 0 | iter: 110 | avg. train loss: 0.07996902981623775 | time elapsed: 11.770094394683838
2023-12-09 02:24:36,704:INFO: Epoch: 0 | iter: 120 | avg. train loss: 0.08395544270928294 | time elapsed: 12.750306606292725
2023-12-09 02:24:37,687:INFO: Epoch: 0 | iter: 130 | avg. train loss: 0.030634745924716655 | time elapsed: 13.732444286346436
2023-12-09 02:24:38,667:INFO: Epoch: 0 | iter: 140 | avg. train loss: 0.04462786479049735 | time elapsed: 14.712561845779419
2023-12-09 02:24:39,681:INFO: Epoch: 0 | iter: 150 | avg. train loss: 0.058555460546759946 | time elapsed: 15.72708249092102
2023-12-09 02:24:40,700:INFO: Epoch: 0 | iter: 160 | avg. train loss: 0.09435520749594856 | time elapsed: 16.74592900276184
2023-12-09 02:24:41,700:INFO: Epoch: 0 | iter: 170 | avg. train loss: 0.08352489290482536 | time elapsed: 17.745388507843018
2023-12-09 02:24:42,691:INFO: Epoch: 0 | iter: 180 | avg. train loss: 0.02118996958129813 | time elapsed: 18.736926555633545
2023-12-09 02:24:43,683:INFO: Epoch: 0 | iter: 190 | avg. train loss: 0.043184356236077956 | time elapsed: 19.729052543640137
2023-12-09 02:24:44,670:INFO: Epoch: 0 | iter: 200 | avg. train loss: 0.06418378683832379 | time elapsed: 20.715807676315308
2023-12-09 02:24:45,671:INFO: Epoch: 0 | iter: 210 | avg. train loss: 0.11785376266593722 | time elapsed: 21.717268228530884
2023-12-09 02:24:46,659:INFO: Epoch: 0 | iter: 220 | avg. train loss: 0.07695328228336637 | time elapsed: 22.704902410507202
2023-12-09 02:24:47,647:INFO: Epoch: 0 | iter: 230 | avg. train loss: 0.051659044734771425 | time elapsed: 23.693137884140015
2023-12-09 02:24:48,642:INFO: Epoch: 0 | iter: 240 | avg. train loss: 0.028874867278245446 | time elapsed: 24.688000917434692
2023-12-09 02:24:49,636:INFO: Epoch: 0 | iter: 250 | avg. train loss: 0.014785079152406162 | time elapsed: 25.682297706604004
2023-12-09 02:24:50,619:INFO: Epoch: 0 | iter: 260 | avg. train loss: 0.042369610602560975 | time elapsed: 26.664640426635742
2023-12-09 02:24:51,597:INFO: Epoch: 0 | iter: 270 | avg. train loss: 0.05885296464018262 | time elapsed: 27.64264154434204
2023-12-09 02:24:52,587:INFO: Epoch: 0 | iter: 280 | avg. train loss: 0.012975601533617516 | time elapsed: 28.632648229599
2023-12-09 02:24:53,575:INFO: Epoch: 0 | iter: 290 | avg. train loss: 0.01661847819746818 | time elapsed: 29.621309995651245
2023-12-09 02:24:54,560:INFO: Epoch: 0 | iter: 300 | avg. train loss: 0.026517873483809903 | time elapsed: 30.606046199798584
2023-12-09 02:24:55,548:INFO: Epoch: 0 | iter: 310 | avg. train loss: 0.0421859735132267 | time elapsed: 31.59407114982605
2023-12-09 02:24:56,531:INFO: Epoch: 0 | iter: 320 | avg. train loss: 0.029637958268856263 | time elapsed: 32.576945304870605
2023-12-09 02:24:57,519:INFO: Epoch: 0 | iter: 330 | avg. train loss: 0.06282731834687297 | time elapsed: 33.56491684913635
2023-12-09 02:24:58,501:INFO: Epoch: 0 | iter: 340 | avg. train loss: 0.10219508112313525 | time elapsed: 34.54645752906799
2023-12-09 02:24:59,497:INFO: Epoch: 0 | iter: 350 | avg. train loss: 0.036739519778901907 | time elapsed: 35.543134450912476
2023-12-09 02:25:00,466:INFO: Epoch: 0 | iter: 360 | avg. train loss: 0.03135311762433074 | time elapsed: 36.51165699958801
2023-12-09 02:25:01,399:INFO: Epoch: 0 | iter: 370 | avg. train loss: 0.050164028381646894 | time elapsed: 37.445006132125854
2023-12-09 02:25:02,350:INFO: Epoch: 0 | iter: 380 | avg. train loss: 0.04041899376291776 | time elapsed: 38.39544057846069
2023-12-09 02:25:03,346:INFO: Epoch: 0 | iter: 390 | avg. train loss: 0.054145607991892795 | time elapsed: 39.391515493392944
2023-12-09 02:25:04,328:INFO: Epoch: 0 | iter: 400 | avg. train loss: 0.012491168025814481 | time elapsed: 40.37377619743347
2023-12-09 02:25:05,505:INFO: Epoch: 0 | iter: 410 | avg. train loss: 0.025245410668085177 | time elapsed: 41.550593852996826
2023-12-09 02:25:06,554:INFO: Epoch: 0 | iter: 420 | avg. train loss: 0.05540698448503315 | time elapsed: 42.59956479072571
2023-12-09 02:25:07,552:INFO: Epoch: 0 | iter: 430 | avg. train loss: 0.01377254442350777 | time elapsed: 43.597450494766235
2023-12-09 02:25:08,541:INFO: Epoch: 0 | iter: 440 | avg. train loss: 0.04163325888200271 | time elapsed: 44.58711814880371
2023-12-09 02:25:09,635:INFO: Epoch: 0 | iter: 450 | avg. train loss: 0.06045979490893935 | time elapsed: 45.68084692955017
2023-12-09 02:25:10,621:INFO: Epoch: 0 | iter: 460 | avg. train loss: 0.01540441786365972 | time elapsed: 46.66668343544006
2023-12-09 02:25:11,606:INFO: Epoch: 0 | iter: 470 | avg. train loss: 0.011550754122467501 | time elapsed: 47.652079820632935
2023-12-09 02:25:12,533:INFO: Epoch: 0 | iter: 480 | avg. train loss: 0.025383890225202807 | time elapsed: 48.57868766784668
2023-12-09 02:25:13,457:INFO: Epoch: 0 | iter: 490 | avg. train loss: 0.032026465095069054 | time elapsed: 49.50304698944092
2023-12-09 02:25:14,356:INFO: Epoch: 0 | iter: 500 | avg. train loss: 0.0404160790795208 | time elapsed: 50.401970863342285
2023-12-09 02:25:15,257:INFO: Epoch: 0 | iter: 510 | avg. train loss: 0.039040431138773576 | time elapsed: 51.30315661430359
2023-12-09 02:25:16,170:INFO: Epoch: 0 | iter: 520 | avg. train loss: 0.021304345445733536 | time elapsed: 52.21570158004761
2023-12-09 02:25:17,084:INFO: Epoch: 0 | iter: 530 | avg. train loss: 0.055329621700128 | time elapsed: 53.13031721115112
2023-12-09 02:29:31,287:INFO: Completed Epoch: 0 | avg. eval loss: 0.00088 | blue score: 0.5038996183809917| Sari score: 0.45570316559607577 | time elapsed: 253.352694272995
